hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2016,11,195.64,195.13
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2016,12,195.11,196.67
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,1,193.26,196.47
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,2,195.72,197.74
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,3,199.58,199.54
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,4,201.86,199.7
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,5,204.56,200.71
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,6,206.28,200.77
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,7,207.36,202.31
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,8,207.71,203.48
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,9,207.03,204.02
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,10,206.69,204.96
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,11,206.7,206.19
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2017,12,206.4,208.08
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,1,206.92,210.09
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,2,209.04,210.8
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,3,211.65,211.42
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,4,214.86,212.52
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,5,217.15,213.2
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,6,219.86,214.26
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,7,219.78,214.7
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,8,220.21,215.98
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,9,220.02,216.85
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,10,220.26,218.26
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,11,218.67,218.11
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2018,12,217.39,219.2
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,1,217.18,220.27
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,2,220.71,222.24
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,3,222.77,222.41
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,4,226.06,223.56
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,5,228.88,224.89
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,6,230.98,225.32
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,7,231.89,226.71
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,8,231.84,227.6
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,9,232.02,228.65
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,10,230.92,228.62
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,11,231.89,231.23
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2019,12,230.11,232.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,1,230.06,233.15
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,2,234.28,235.66
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,3,237.08,236.66
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,4,239.96,237.33
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,5,241.27,237.16
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,6,244.61,238.71
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,7,248.09,242.67
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,8,250.58,246.19
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,9,253.34,249.62
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,10,255.73,253.08
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,11,256.56,255.77
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,12,257.4,259.55
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,1,258.4,261.73
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,2,262.62,264.04
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,3,267.85,267.37
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,4,274.3,271.3
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,5,280.27,275.55
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,6,286.48,279.62
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,7,288.18,281.94
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2021,8,288.33,283.36
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,1,100,100
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,2,100.95,100.58
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,3,100.88,100.47
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,4,100.82,100.48
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,5,101.11,100.72
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,6,102.03,101.52
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,7,101.9,101.43
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,8,101.66,100.82
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,9,101.97,101.19
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,10,101.95,101.64
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,11,102.78,102.2
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1991,12,103.38,103.29
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,1,103.29,103.3
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,2,104.47,104.11
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,3,104.25,103.82
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,4,103.73,103.37
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,5,104.51,104.12
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,6,104.73,104.16
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,7,105.26,104.73
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,8,106.31,105.41
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,9,106.67,105.87
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,10,106.95,106.59
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,11,106.88,106.28
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1992,12,106.9,106.78
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,1,106.99,107.01
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,2,106.94,106.62
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,3,108.38,107.93
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,4,108.75,108.33
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,5,109.19,108.75
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,6,109.59,108.9
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,7,109.92,109.32
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,8,110.91,109.95
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,9,111.82,110.99
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,10,111.33,110.9
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,11,112.18,111.6
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1993,12,112.26,112.1
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,1,112.81,112.86
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,2,114.06,113.79
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,3,114.11,113.67
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,4,115.22,114.73
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,5,115.63,115.12
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,6,116.24,115.43
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,7,116.46,115.78
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,8,117.29,116.27
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,9,116.93,116.12
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,10,117.57,117.14
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,11,118.25,117.68
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1994,12,117.82,117.63
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,1,117.75,117.79
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,2,119.16,118.95
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,3,119.72,119.27
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,4,119.47,118.88
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,5,119.92,119.33
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,6,121.73,120.76
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,7,122.09,121.34
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,8,122.14,121.08
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,9,122.52,121.74
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,10,123.27,122.84
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,11,123.48,122.93
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1995,12,123.69,123.49
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,1,123.82,123.85
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,2,123.7,123.52
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,3,124.51,124.06
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,4,125.41,124.77
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,5,126.29,125.61
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,6,126.71,125.63
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,7,127.71,126.89
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,8,127.74,126.69
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,9,127.73,127.01
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,10,128.21,127.84
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,11,128.11,127.56
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,12,128.38,128.17
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,1,128.45,128.4
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,2,129.78,129.61
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,3,129.83,129.4
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,4,130.5,129.84
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,5,130.31,129.55
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,6,131.24,130.07
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,7,131.57,130.7
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,8,131.86,130.86
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,9,131.37,130.64
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,10,131.27,130.92
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,11,132.05,131.49
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1997,12,132.26,132.03
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,1,132.86,132.7
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,2,132.92,132.72
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,3,134.05,133.65
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,4,134.67,134
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,5,135.57,134.74
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,6,136.56,135.34
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,7,136.27,135.34
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,8,136.43,135.47
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,9,137.54,136.74
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,10,137.32,136.92
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,11,138.44,137.87
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1998,12,138.38,138.15
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,1,138.91,138.59
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,2,139.52,139.34
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,3,140.39,140.04
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,4,140.7,140.04
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,5,141.5,140.66
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,6,142.05,140.78
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,7,142.32,141.35
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,8,142.65,141.7
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,9,143.22,142.32
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,10,142.7,142.17
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,11,143.64,143.08
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,1999,12,143.86,143.66
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,1,144.52,144.09
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,2,144.5,144.35
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,3,144.8,144.49
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,4,146.16,145.56
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,5,146.31,145.48
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,6,147.2,145.86
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,7,147.62,146.57
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,8,147.14,146.11
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,9,147.18,146.2
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,10,147.37,146.65
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,11,147.81,147.28
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,12,146.86,146.68
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,1,148.21,147.7
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,2,148.4,148.32
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,3,148.73,148.48
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,4,149.34,148.8
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,5,150.52,149.72
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,6,150.98,149.53
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,7,150.97,149.8
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,8,151.37,150.2
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,9,151.7,150.66
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,10,152.79,151.86
traditional,purchase-only,monthly,USA or Census Division,East South Central Division,DV_ESC,2001,11,152.18,151.68
